EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX 
Beginner&#39;s Big Book Study Group|Location is: Fellowhship Congregational Church|3|12:00:00|13:00:00|2900 S. Harvard, tulsa, TX 74105
Beginner&#39;s Big Book Study Group|Location is: Fellowhship Congregational Church|2|12:00:00|13:00:00|2900 S. Harvard, tulsa, TX 74105
Open Arms|Location is: Dry Dock|7|21:00:00|22:00:00|New London Square - Top Floor, tulsa, TX 74105
YAYAS GROUP|Location is: Broadmore Methodist Church|2|19:30:00|20:30:00|, SHREVEPORT, TX 
WHITE DOVE|Location is: UNIVERSITY CHURCH OF CHRIST|3|20:00:00|21:00:00|2045 E 70TH STREET, SHREVEPORT, TX 71105
WERE NOT SAINTS|Location is: ASBURY UNITED METHODIST CHURCH|1|16:00:00|17:00:00|3200 N AIRLINE DR, BOSSIER CITY, TX 71111
WE’RE NOT SAINTS|Location is: ASBURY UNITED METHODIST CHURCH|3|19:00:00|20:00:00|3200 N AIRLINE DR, BOSSIER CITY, TX 71111
Fellowship Group|Location is: Beaumont, TX|1|18:30:00|19:30:00|5290 N Caldwood Dr, Beaumont, TX 77707
Fellowship Group|Location is: Beaumont, TX|2|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, TX 77707
Fellowship Group|Location is: Beaumont, TX|3|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, TX 77707
Fellowship Group|Location is: Beaumont, TX|4|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, TX 77707
Fellowship Group|Location is: Beaumont, TX|5|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, TX 77707
Fellowship Group|Location is: Beaumont, TX|6|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, TX 77707
Fellowship Group|Location is: Beaumont, TX|7|20:00:00|21:00:00|5290 N Caldwood Dr, Beaumont, TX 77707
Hughes Group|Location is: Methodist Church|3|20:00:00|21:00:00|, Hughes, TX 
BELLAIRE GROUP|Location is: BELLAIRE BAPTIST CHURCH|2|20:00:00|21:00:00|1210 BELLAIRE BLVD, BOSSIER CITY, TX 71112
FIRST THINGS FIRST|Location is: Koala Club|2|07:00:00|08:00:00|4809 Shed Road, Bossier City, TX 71111
FIRST THINGS FIRST|Location is: Koala Club|3|07:00:00|08:00:00|4809 Shed Road, Bossier City, TX 71111
FIRST THINGS FIRST|Location is: Koala Club|4|19:30:00|20:30:00|4809 Shed Road, Bossier City, TX 71111
FIRST THINGS FIRST|Location is: Koala Club|5|07:00:00|08:00:00|4809 Shed Road, Bossier City, TX 71111
FIRST THINGS FIRST|Location is: Koala Club|6|07:00:00|08:00:00|4809 Shed Road, Bossier City, TX 71111
RISE AND SHINE|Location is: Koala Club|1|09:00:00|10:00:00|4809 Shed Road, Bossier City, TX 71111
RISE AND SHINE|Location is: Koala Club|2|09:00:00|10:00:00|4809 Shed Road, Bossier City, TX 71111
RISE AND SHINE|Location is: Koala Club|3|09:00:00|10:00:00|4809 Shed Road, Bossier City, TX 71111
RISE AND SHINE|Location is: Koala Club|4|09:00:00|10:00:00|4809 Shed Road, Bossier City, TX 71111
RISE AND SHINE|Location is: Koala Club|5|09:00:00|10:00:00|4809 Shed Road, Bossier City, TX 71111
RISE AND SHINE|Location is: Koala Club|6|09:00:00|10:00:00|4809 Shed Road, Bossier City, TX 71111
RISE AND SHINE|Location is: Koala Club|7|09:00:00|10:00:00|4809 Shed Road, Bossier City, TX 71111
LUNCH BUNCH|Location is: Koala Club|2|12:00:00|13:00:00|4809 Shed Road, Bossier City, TX 71111
LUNCH BUNCH|Location is: Koala Club|3|12:00:00|13:00:00|4809 Shed Road, Bossier City, TX 71111
LUNCH BUNCH|Location is: Koala Club|4|12:00:00|13:00:00|4809 Shed Road, Bossier City, TX 71111
LUNCH BUNCH|Location is: Koala Club|5|12:00:00|13:00:00|4809 Shed Road, Bossier City, TX 71111
LUNCH BUNCH|Location is: Koala Club|6|12:00:00|13:00:00|4809 Shed Road, Bossier City, TX 71111
LUNCH BUNCH|Location is: Koala Club|7|12:00:00|13:00:00|4809 Shed Road, Bossier City, TX 71111
HALF PAST FIVE|Location is: Koala Club|1|17:30:00|18:30:00|4809 Shed Road, Bossier City, TX 71111
HALF PAST FIVE|Location is: Koala Club|2|17:30:00|18:30:00|4809 Shed Road, Bossier City, TX 71111
HALF PAST FIVE|Location is: Koala Club|3|17:30:00|18:30:00|4809 Shed Road, Bossier City, TX 71111
HALF PAST FIVE|Location is: Koala Club|4|17:30:00|18:30:00|4809 Shed Road, Bossier City, TX 71111
HALF PAST FIVE|Location is: Koala Club|5|17:30:00|18:30:00|4809 Shed Road, Bossier City, TX 71111
HALF PAST FIVE|Location is: Koala Club|6|17:30:00|18:30:00|4809 Shed Road, Bossier City, TX 71111
HALF PAST FIVE|Location is: Koala Club|7|17:30:00|18:30:00|4809 Shed Road, Bossier City, TX 71111
THREE LEGACIES|Location is: Koala Club|1|12:00:00|13:00:00|4809 Shed Road, Bossier City, TX 71111
FAITHFUL FEW|Location is: Koala Club|1|20:00:00|21:00:00|4809 Shed Road, Bossier City, TX 71111
ST FRANCIS GROUP|Location is: Koala Club|2|20:00:00|21:00:00|4809 Shed Road, Bossier City, TX 71111
THE BOSSIER GROUP|Location is: Koala Club|3|20:00:00|21:00:00|4809 Shed Road, Bossier City, TX 71111
AIRLINE GROUP|Location is: Koala Club|4|20:00:00|21:00:00|4809 Shed Road, Bossier City, TX 71111
THE BOSSIER GROUP|Location is: Koala Club|5|20:00:00|21:00:00|4809 Shed Road, Bossier City, TX 71111
La Nueva Vida|Location is: La Nueva Vida|6|14:30:00|15:30:00|1500 Irving St. (Ch), Denver, TX 74106
Lambda Unity|Location is: Community Of Hope|7|17:30:00|18:30:00|2545 S Yale Ave, Tulsa, TX 74114
Lambda Unity|Location is: Community Of Hope|6|19:00:00|20:00:00|2545 S Yale Ave, Tulsa, TX 74114
Lambda Unity|Location is: Community Of Hope|4|19:00:00|20:00:00|2545 S Yale Ave, Tulsa, TX 74114
Twelve & Twelve Group|Location is: St Luke's Episcopal Church|7|19:30:00|20:30:00|4819 E. 9th , tulsa, TX 74112
Twelve & Twelve Group|Location is: St Luke's Episcopal Church|4|19:03:00|20:03:00|4819 E. 9th , tulsa, TX 74112
Happy Hour Group|Location is: Behind Lakeland Shopping Center|2|17:00:00|18:00:00|N. K, muskogee, TX 
Ouachita Valley Group|Location is: Open Discussion|5|19:00:00|20:00:00|, , TX 
Ouachita Valley Group|Location is: ABC Club|1|14:00:00|15:00:00|1159 Hwy 71 South, Mena, TX 71953
Ouachita Valley Group|Location is: ABC Club|7|20:00:00|21:00:00|1159 Hwy 71 South, Mena, TX 71953
Ouachita Valley Group|Location is: ABC Club|4|19:00:00|20:00:00|1159 Hwy 71 South, Mena, TX 71953
Ouachita Valley Group|Location is: ABC Club|5|19:00:00|20:00:00|1159 Hwy 71 South, Mena, TX 71953
Ouachita Valley Group|Location is: ABC Club|2|19:00:00|20:00:00|1159 Hwy 71 South, Mena, TX 71953
Big Book Study Group|Location is: ABC Club|4|19:00:00|20:00:00|1159 Hwy 71 South, Mena, TX 71953
Foxhall Group|Location is: 1st United Methodist Church|3|20:00:00|21:00:00|501 9th Street, Mena, TX 71953
Ouachita Valley Group|Location is: ABC Club|6|20:00:00|21:00:00|, Mena, TX 71953
VIVIAN GROUP|Location is: BLUE HOUSE|3|20:00:00|21:00:00|219 CENTER AVE, VIVIAN, TX 71953
FAIRFIELD GROUP|Location is: LUTHERAN CHURCH|3|20:00:00|21:00:00|HIGHWAY 84 EAST, FAIRFIELD, TX 
FAIRFIELD GROUP|Location is: LUTHERAN CHURCH|5|20:00:00|21:00:00|HIGHWAY 84 EAST, FAIRFIELD, TX 
Burning Desire|Location is: St. Stephen Church|1|12:00:00|13:00:00|1700 George Dieter, El Paso, TX 79936
Burning Desire|Location is: St. Stephen Church|5|12:00:00|13:00:00|1700 George Dieter, El Paso, TX 79936
Burning Desire|Location is: St. Stephen Church|4|12:00:00|13:00:00|1700 George Dieter, El Paso, TX 79936
Burning Desire|Location is: St. Stephen Church|3|12:00:00|13:00:00|1700 George Dieter, El Paso, TX 79936
Burning Desire|Location is: St. Stephen Church|2|12:00:00|13:00:00|1700 George Dieter, El Paso, TX 79936
Burning Desire|Location is: St. Stephen Church|7|12:00:00|13:00:00|1700 George Dieter, El Paso, TX 79936
Burning Desire|Location is: St. Stephen Church|6|12:00:00|13:00:00|1700 George Dieter, El Paso, TX 79936
BISTINEAU GROUP|Location is: KORAN BAPTIST CHURCH|3|19:00:00|20:00:00|5158 HIGHWAY 527, HAUGHTON, TX 
Mid-County AA|Location is: Mid - County Building|1|20:00:00|21:00:00|908 Boston ave, nederland, TX 
Mid-County AA|Location is: Mid - County Building|2|20:00:00|21:00:00|908 Boston ave, nederland, TX 
Mid-County AA|Location is: Mid - County Building|3|20:00:00|21:00:00|908 Boston ave, nederland, TX 
Mid-County AA|Location is: Mid - County Building|4|08:00:00|09:00:00|908 Boston ave, nederland, TX 
Mid-County AA|Location is: Mid - County Building|5|20:00:00|21:00:00|908 Boston ave, nederland, TX 
Mid-County AA|Location is: Mid - County Building|6|08:00:00|09:00:00|908 Boston ave, nederland, TX 
Mid-County AA|Location is: Mid - County Building|7|20:00:00|21:00:00|908 Boston ave, nederland, TX 
Mid-County Group|Location is: 908 |5|08:08:00|09:08:00|908 Boston Ave., nederland, TX 77627
Nashville Group|Location is: Nashville Group|2|20:00:00|21:00:00|202 Howard Street, Nashville, TX 71852
Nashville Group|Location is: Nashville Group|4|20:00:00|21:00:00|202 Howard Street, Nashville, TX 71852
Nashville Group|Location is: Nashville Group|6|20:00:00|21:00:00|202 Howard Street, Nashville, TX 71852
Friendsd of Bill|Location is: Port Arthur, Tx|3|19:30:00|20:30:00|4600 Jimmy Johnson Blvd., port_arthur, TX 77642
Sober Stag|Location is: Alano Club|1|09:30:00|10:30:00|9400 Montana, el paso, TX 79925
High Life for Women|Location is: High Life for Women|3|14:15:00|15:15:00|111 Del Mar Circle (Ch), Aurora, TX 
House of Hope|Location is: Senior Citizens Building|2|20:00:00|21:00:00|Division & Main St., Hope, TX 71801
Rip Cord Group|Location is: Trinity Church|1|18:30:00|19:30:00|Hey 64, muldrow, TX 
Rip Cord Group|Location is: Trinity Church|3|18:30:00|19:30:00|Hey 64, muldrow, TX 
Rip Cord Group|Location is: Trinity Church|5|18:30:00|19:30:00|Hey 64, muldrow, TX 
orange group|Location is: Orange, Texas|2|12:00:00|13:00:00|1011 Western Ave, Orange, TX 77630
NO NAME GROUP|Location is: OLD BAPTIST BOOK STORE|1|13:00:00|14:00:00|713 SHREVEPORT ROAD, MINDEN, TX 71055
OUTCAST GROUP|Location is: OLD BAPTIST BOOK STORE|4|20:00:00|21:00:00|713 SHREVEPORT ROAD, MINDEN, TX 71055
MINDEN|Location is: THE ALPHA CLUB|2|06:45:00|07:45:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 3|Location is: THE ALPHA CLUB|3|17:15:00|18:15:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 2|Location is: THE ALPHA CLUB|4|20:00:00|21:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN|Location is: THE ALPHA CLUB|5|06:45:00|07:45:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 4|Location is: THE ALPHA CLUB|6|12:00:00|13:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN|Location is: THE ALPHA CLUB|7|06:45:00|07:45:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 4|Location is: THE ALPHA CLUB|1|12:00:00|13:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 2|Location is: THE ALPHA CLUB|1|20:00:00|21:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 2|Location is: THE ALPHA CLUB|2|20:00:00|21:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 2|Location is: THE ALPHA CLUB|3|20:00:00|21:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 2|Location is: THE ALPHA CLUB|5|20:00:00|21:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 2|Location is: THE ALPHA CLUB|6|20:00:00|21:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN 2|Location is: THE ALPHA CLUB|7|20:00:00|21:00:00|801 GOODWILL ST, MINDEN, TX 71055
MINDEN GROUP|Location is: THE ALPHA CLUB|4|20:00:00|21:00:00|801 GOODWILL ST, MINDEN, TX 71055
PINK CLOUGG|Location is: ST JOHNS EPISCOPAL CHURCH|2|17:30:00|18:30:00|1107 BROADWAY ST, MINDEN, TX 71055
New Life Group|Location is: New Life Group|3|20:00:00|21:00:00|2100 Cavanaugh Rd, Fort Smith, TX 72908
New Horizons|Location is: First Baptist Church|2|19:00:00|20:00:00|E 6th St & S Main St, Waldron, TX 72958
COLLEGE PARK UNITED BRETHREN CHURCH|Location is: COLLEGE PARK UNITED BRETHREN CHURCH|5|19:30:00|20:30:00|College Rd., Huntington, TX 72940
LGNA|Location is: Locust Grove|3|19:00:00|20:00:00|Four Corners Church, Locust Grove, TX 74441
Three Legacies|Location is: Altman Fitness Center|2|20:00:00|21:00:00|810 Lexington, Fort Smith, TX 72901
Men Meeting|Location is: Men Meeting|2|19:00:00|20:00:00|415 Rogers, Fort Smith, TX 72901
One Day At A Time|Location is: St. John Episcopal Church|5|20:00:00|21:00:00|215 North 6th Street, Fort Smith, TX 72901
Winner Group|Location is: St. Bartholomew Episcopal Church|6|20:00:00|21:00:00|2701 Old Greenwood Rd, Fort Smith, TX 72903
Courage to Change Group|Location is: Presbyterian Church Basement|4|20:00:00|21:00:00|116 N. 12th, Fort Smith, TX 72901
Courage to Change Group|Location is: Presbyterian Church Basement|5|20:00:00|21:00:00|116 N. 12th, Fort Smith, TX 72901
Courage to Change Group|Location is: Presbyterian Church Basement|1|19:00:00|20:00:00|116 N. 12th, Fort Smith, TX 72901
Men Meeting|Location is: Presbyterian Church Basement|5|20:00:00|21:00:00|116 N. 12th, Fort Smith, TX 72901
Pioneer Building|Location is: Pioneer Building|5|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, TX 72901
12 & 12|Location is: Pioneer Building|3|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, TX 72901
Big Book Study|Location is: Pioneer Building|2|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, TX 72901
Chain Gang|Location is: Pioneer Building|4|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, TX 72901
Chain Gang|Location is: Pioneer Building|7|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, TX 72901
Early Bird|Location is: Pioneer Building|2|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, TX 72901
Early Bird|Location is: Pioneer Building|3|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, TX 72901
Early Bird|Location is: Pioneer Building|4|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, TX 72901
Early Bird|Location is: Pioneer Building|5|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, TX 72901
Early Bird|Location is: Pioneer Building|6|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, TX 72901
Early Bird|Location is: Pioneer Building|7|06:30:00|07:30:00|500 N. “F�? Street, Fort Smith, TX 72901
Early Bird|Location is: Pioneer Building|1|07:30:00|08:30:00|500 N. “F�? Street, Fort Smith, TX 72901
F.O.T.S. Group|Location is: Pioneer Building|1|18:00:00|19:00:00|500 N. “F�? Street, Fort Smith, TX 72901
New Frontier|Location is: Pioneer Building|5|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, TX 72901
New Beginnings|Location is: Pioneer Building|6|18:00:00|19:00:00|500 N. "F" Street, Fort Smith, TX 72901
New Frontier|Location is: Pioneer Building|2|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, TX 72901
New Frontier|Location is: Pioneer Building|3|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, TX 72901
New Frontier|Location is: Pioneer Building|6|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, TX 72901
New Frontier|Location is: Pioneer Building|1|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, TX 72901
Noon Group|Location is: Pioneer Building|2|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, TX 72901
Noon Group|Location is: Pioneer Building|3|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, TX 72901
Noon Group|Location is: Pioneer Building|4|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, TX 72901
Noon Group|Location is: Pioneer Building|5|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, TX 72901
Noon Group|Location is: Pioneer Building|6|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, TX 72901
Noon Group|Location is: Pioneer Building|7|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, TX 72901
Noon Group|Location is: Pioneer Building|1|12:00:00|13:00:00|500 N. "F" Street, Fort Smith, TX 72901
Rock Bottom|Location is: Pioneer Building|4|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, TX 72901
Young at Heart|Location is: Pioneer Building|7|20:00:00|21:00:00|500 N. "F" Street, Fort Smith, TX 72901
Visions For You (Womens)|Location is: Visions For You (Womens)|2|19:00:00|20:00:00|3324 South M Street, Fort Smith, TX 72903
Primary Purpose|Location is: Library|3|12:00:00|13:00:00|3201 Rogers Ave, Fort Smith, TX 72901
Primary Purpose|Location is: Library|5|12:00:00|13:00:00|3201 Rogers Ave, Fort Smith, TX 72901
First Amendment Group|Location is: Library|4|19:00:00|20:00:00|3501 Rogers, Fort Smith, TX 72901
First Christian Group|Location is: 1st Christian Church|2|20:00:00|21:00:00|3699 Free Ferry, Fort Smith, TX 72903
Greenwood Group|Location is: First Methodist Church|7|20:00:00|21:00:00|10 West Denver, Greenwood, TX 72936
Greenwood Group|Location is: First Methodist Church|2|19:00:00|20:00:00|10 West Denver, Greenwood, TX 72936
Greenwood Group|Location is: First Methodist Church|4|19:00:00|20:00:00|10 West Denver, Greenwood, TX 72936
Women St. Scolastica|Location is: Women St. Scolastica|4|19:00:00|20:00:00|Free Ferry & Albert Pike, Fort Smith, TX 72903
Highlands Happy Hour|Location is: Next to New Mexico Highlands University Golf course|7|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to New Mexico Highlands University Golf course|6|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to New Mexico Highlands University Golf course|5|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to entrance of New Mexico Highlands University Golf Course|4|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to entrance of New Mexico Highlands University Golf Course|2|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to New Mexico Highlands University Golf course|1|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to New Mexico Highlands University Golf course|3|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to New Mexico Highlands University Golf course|4|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to New Mexico Highlands University Golf course|2|12:00:00|13:00:00|310 Mills Ave//Country Club Drive, Las Vegas NM , Las Vegas, TX 87701
Highlands Happy Hour|Location is: Next to New Mexico Highlands University Golf  Course|2|17:00:00|18:00:00|310 Mills Ave, las vegas, TX 87701
SHARPE’S HILL GROUP|Location is: SHARPE’S HILL COMMUNITY CENTER|2|19:30:00|20:30:00|, GATSON, TX 
Manolia Group|Location is: Manolia Group|2|20:00:00|21:00:00|914 North Vine Street, Magnolia, TX 71753
Manolia Group|Location is: Manolia Group|4|20:00:00|21:00:00|914 North Vine Street, Magnolia, TX 71753
Manolia Group 2|Location is: Manolia Group|3|12:00:00|13:00:00|914 North Vine Street, Magnolia, TX 71753
Manolia Group|Location is: Manolia Group|3|20:00:00|21:00:00|914 North Vine Street, Magnolia, TX 71753
Manolia Group 2|Location is: Manolia Group|5|12:00:00|13:00:00|914 North Vine Street, Magnolia, TX 71753
Manolia Group|Location is: Manolia Group|6|20:00:00|21:00:00|914 North Vine Street, Magnolia, TX 71753
Manolia Group 2|Location is: Manolia Group|7|12:00:00|13:00:00|914 North Vine Street, Magnolia, TX 71753
Manolia Group 3|Location is: Manolia Group|1|19:00:00|20:00:00|914 North Vine Street, Magnolia, TX 71753
Manolia Group|Location is: Manolia Group|5|20:00:00|21:00:00|914 North Vine Street, Magnolia, TX 71753
Sober Sister|Location is: Presbyterian Church|5|18:30:00|19:30:00|108 S. 10th, Van Buren, TX 72956
Against All Odds|Location is: upstairs|2|20:00:00|21:00:00|501 1/2 2nd , dodge_city, TX 67801
Sowing the Seed|Location is: First Assembly of God Church|2|19:00:00|20:00:00|902 East 7th street, winfield, TX 67156
Sowing the Seed|Location is: First Assembly of God Church|4|12:00:00|13:00:00|902 East 7th street, winfield, TX 67156
Mount Ida Group|Location is: American Legion|1|19:00:00|20:00:00|1184 Hwy 27 S, Mount Ida, TX 71957
Grateful Group|Location is: Concord Baptist Church|1|09:30:00|10:30:00|6105 Alma Hwy, Alma, TX 72956
Brimstone Sulphur Group|Location is: Parkview Baptist Church|1|18:00:00|19:00:00|1623 Picard Road, sulphur, TX 70663
Kingman AA Group #1|Location is: Upstairs, to the left!|4|01:00:00|02:00:00|113 A Ave E, Kingman, TX 67068
Kingman AA Group #1|Location is: Upstairs, to the left!|1|20:00:00|21:00:00|115 A Ave E, Kingman, TX 67068
Kingman AA Group #1|Location is: Upstairs, to the left!|6|20:00:00|21:00:00|115 A Ave E, Kingman, TX 67068
Resentment Group|Location is: Mt. Ida Presbyterian Church|1|19:00:00|20:00:00|Hwy 270, Mount Ida, TX 71957
Mulvane AA Group|Location is: Mulvane|5|20:00:00|21:00:00|812 Charles, mulvane, TX 67110
Sat Nite Seekers|Location is: Sat Nite Seekers|7|14:00:00|15:00:00|3290 S. Tower Rd. (Ch), Aurora, TX 78516
Green House|Location is: Legion Hut|4|20:00:00|21:00:00|, Gurdon, TX 
Green House|Location is: Legion Hut|1|20:00:00|21:00:00|, Gurdon, TX 
U-Turn Group|Location is: Park Hill Baptist Church|5|20:00:00|21:00:00|Hwy 26, Arkadelphia, TX 71923
SOUTH CITY GROUP|Location is: ST. MICHAELS EPISCOPAL CHURCH|2|18:00:00|19:00:00|, , TX 
South City Group|Location is: ST. Michael`s Episcopal Church|2|18:00:00|19:00:00|, , TX 
Oaklawn Primary Purpose Group|Location is: Oaklawn Primary Purpose Group|1|19:30:00|20:30:00|2937 Oaklawn Drive, WICHITA, TX 67216
Oaklawn Primary Purpose Group|Location is: Oaklawn Primary Purpose Group|4|19:00:00|20:00:00|2937 Oaklawn Dr., WICHITA, TX 67216
Garden City 12 Step Group|Location is: AA Building|1|20:00:00|21:00:00|116 E Chestnut St, Garden City, TX 67846
INFORMED|Location is: St. Dominic`s Rectory|2|00:00:00|01:00:00|630 E St., Southwest, TX 67213
LIFESAVER BIG BOOK|Location is: St. Dominic`s|3|00:00:00|01:00:00|630 E St, Southwest, TX 67213
NEW BEGINNERS|Location is: St. Dominic`s|4|00:00:00|01:00:00|630 E St, Southwest, TX 67213
OUT TO LUNCH|Location is: St. Dominic`s Rectory|5|00:00:00|01:00:00|630 E St., Southwest, TX 67213
T.G.I.F.|Location is: St. Dominic`s Rectory|6|00:00:00|01:00:00|630 E St., Southwest, TX 67213
Westside Group|Location is: Westside Group|6|12:00:00|13:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group 2|Location is: Westside Group|6|20:00:00|21:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group|Location is: Westside Group|2|12:00:00|13:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group 2|Location is: Westside Group|2|20:00:00|21:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group|Location is: Westside Group|7|12:00:00|13:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group 2|Location is: Westside Group|7|20:00:00|21:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group 3|Location is: Westside Group|1|11:00:00|12:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group 2|Location is: Westside Group|1|20:00:00|21:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group|Location is: Westside Group|5|12:00:00|13:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group 2|Location is: Westside Group|5|20:00:00|21:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group|Location is: Westside Group|3|12:00:00|13:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group 2|Location is: Westside Group|3|20:00:00|21:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group|Location is: Westside Group|4|12:00:00|13:00:00|1101 S Glenn, WICHITA, TX 67213
Westside Group 2|Location is: Westside Group|4|20:00:00|21:00:00|1101 S Glenn, WICHITA, TX 67213
Winners Group|Location is: Winners Group|6|12:00:00|13:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group 2|Location is: Winners Group|6|17:30:00|18:30:00|541 N Hoover, WICHITA, TX 67212
Winners Group 3|Location is: Winners Group|6|20:00:00|21:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group|Location is: Winners Group|2|12:00:00|13:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group 2|Location is: Winners Group|2|17:30:00|18:30:00|541 N Hoover, WICHITA, TX 67212
Winners Group 3|Location is: Winners Group|2|20:00:00|21:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group 5|Location is: Winners Group|7|08:30:00|09:30:00|541 N Hoover, WICHITA, TX 67212
Winners Group 3|Location is: Winners Group|7|20:00:00|21:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group 3|Location is: Winners Group|1|20:00:00|21:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group|Location is: Winners Group|5|12:00:00|13:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group 2|Location is: Winners Group|5|17:30:00|18:30:00|541 N Hoover, WICHITA, TX 67212
Winners Group 3|Location is: Winners Group|5|20:00:00|21:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group|Location is: Winners Group|3|12:00:00|13:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group 2|Location is: Winners Group|3|17:30:00|18:30:00|541 N Hoover, WICHITA, TX 67212
Winners Group 4|Location is: Winners Group|3|18:45:00|19:45:00|541 N Hoover, WICHITA, TX 67212
Winners Group 3|Location is: Winners Group|3|20:00:00|21:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group|Location is: Winners Group|4|12:00:00|13:00:00|541 N Hoover, WICHITA, TX 67212
Winners Group 2|Location is: Winners Group|4|17:30:00|18:30:00|541 N Hoover, WICHITA, TX 67212
Winners Group 3|Location is: Winners Group|4|20:00:00|21:00:00|541 N Hoover, WICHITA, TX 67212
Hope Group|Location is: Hope Group|5|20:00:00|21:00:00|901 W Douglas, WICHITA, TX 67213
Hope Group|Location is: Hope Group|3|20:30:00|21:30:00|901 W Douglas, WICHITA, TX 67213
Parlane AA|Location is: Harry and Oliver|4|12:00:00|13:00:00|Wichita Ks., wichita, TX 67218
Parklane Group|Location is: Parklane Group|3|12:00:00|13:00:00|Harry & Oliver, WICHITA, TX 
