EMORY GROUP|Location is: EMORY GROUP|3|20:00:00|21:00:00|TEXAS STREET AND HWY 19 NORTH, EMORY, TX |32.873518|-95.76612549999999
Brown Bagger|Location is: Alano Club|5|07:00:00|08:00:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Brown Bagger 2|Location is: Alano Club|5|12:00:00|13:00:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Brown Bagger|Location is: Alano Club|6|07:00:00|08:00:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Brown Bagger 2|Location is: Alano Club|6|12:00:00|13:00:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Brown Bagger 2|Location is: Alano Club|7|12:00:00|13:00:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Brown Bagger 3|Location is: Alano Club|1|13:00:00|14:00:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Happy Hour Group|Location is: Alano Club|2|17:30:00|18:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Happy Hour Group|Location is: Alano Club|3|17:30:00|18:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Happy Hour Group|Location is: Alano Club|4|17:30:00|18:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Happy Hour Group|Location is: Alano Club|5|17:30:00|18:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Happy Hour Group|Location is: Alano Club|6|17:30:00|18:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Happy Hour Group|Location is: Alano Club|7|17:30:00|18:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Happy Hour Group|Location is: Alano Club|1|09:30:00|10:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Saturday Night Live|Location is: Alano Club|7|19:00:00|20:00:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Sisters of Serenity|Location is: Alano Club|3|17:30:00|18:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Sisters of Serenity|Location is: Alano Club|5|17:30:00|18:30:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Sisters of Serenity|Location is: Next Door to Alano Club|5|17:30:00|18:30:00|524 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Sisters of Serenity|Location is: Alano Club|6|12:00:00|13:00:00|568 W. Sycamore (off Gregg St.), Fayetteville, TX 72703|36.1192532|-94.03889179999999
Monroe AA|Location is: Monroe Street|2|20:00:00|21:00:00|703 N. Monroe St., hutchinson, TX 67501|35.6589207|-101.3967801
Monroe AA|Location is: Monroe Street|3|20:00:00|21:00:00|703 N. Monroe St., hutchinson, TX 67501|35.6589207|-101.3967801
Monroe AA|Location is: Monroe Street|4|20:00:00|21:00:00|703 N. Monroe St., hutchinson, TX 67501|35.6589207|-101.3967801
Monroe AA|Location is: Monroe Street|5|20:00:00|21:00:00|703 N. Monroe St., hutchinson, TX 67501|35.6589207|-101.3967801
Monroe AA|Location is: Monroe Street|6|20:00:00|21:00:00|703 N. Monroe St., hutchinson, TX 67501|35.6589207|-101.3967801
Monroe AA|Location is: Monroe Street|7|20:00:00|21:00:00|703 N. Monroe St., hutchinson, TX 67501|35.6589207|-101.3967801
Monroe AA|Location is: Monroe Street|1|20:00:00|21:00:00|703 N. Monroe St., hutchinson, TX 67501|35.6589207|-101.3967801
ST. E&#39;s Sobriety Society|Location is: Back of old hospital on Monroe Street.|1|20:00:00|21:00:00|2000 N. Jackson, hutchinson, TX 67502|35.6434113|-101.60583009999999
ST. E's Sobriety Society|Location is: Back of old hospital on Monroe Street.|1|11:00:00|12:00:00|2000 N. Jackson, hutchinson, TX 67502|35.6434113|-101.60583009999999
ST. E&#39;s Sobriety Society|Location is: Back of old hospital on Monroe Street.|2|20:00:00|21:00:00|2000 N. Jackson, hutchinson, TX 67502|35.6434113|-101.60583009999999
ST. E&#39;s Sobriety Society|Location is: Back of old hospital on Monroe Street.|3|20:00:00|21:00:00|2000 N. Jackson, hutchinson, TX 67502|35.6434113|-101.60583009999999
ST. E&#39;s Sobriety Society|Location is: Back of old hospital on Monroe Street.|4|20:00:00|21:00:00|2000 N. Jackson, hutchinson, TX 67502|35.6434113|-101.60583009999999
ST. E&#39;s Sobriety Society|Location is: Back of old hospital on Monroe Street.|5|20:00:00|21:00:00|2000 N. Jackson, hutchinson, TX 67502|35.6434113|-101.60583009999999
ST. E&#39;s Sobriety Society|Location is: Back of old hospital on Monroe Street.|6|20:00:00|21:00:00|2000 N. Jackson, hutchinson, TX 67502|35.6434113|-101.60583009999999
ST. E&#39;s Sobriety Society|Location is: Back of old hospital on Monroe Street.|7|20:00:00|21:00:00|2000 N. Jackson, hutchinson, TX 67502|35.6434113|-101.60583009999999
Goodfellas|Location is: St. Mary&#39;s Episcopal Church|5|19:00:00|20:00:00|1500 Chelwood Park NE, albuquerque, TX 87112|35.1030501|-106.5171626
Sick at Six LOL|Location is: Wyoming & Lomas|2|18:00:00|19:00:00|Lomas, albuquerque, TX |31.9685988|-99.90181310000003
Rockhouse Group Womens Discussion|Location is: Rockhouse Group|7|11:00:00|12:00:00|7415 Hwy 7, Jessieville, TX |31.9685988|-99.90181310000003
Gravette Group|Location is: Presbyterian church, basement|5|20:00:00|21:00:00|Hwy 72E & 3rd Ave NE, Gravette, TX 72736|36.4167732|-94.50058079999997
Foothills|Location is: Club|6|16:30:00|17:30:00|Menaul NE, albuquerque, TX |31.9685988|-99.90181310000003
Crossroads Group|Location is: Vista Health|3|19:30:00|20:30:00|4253 Crossover Rd., Fayetteville, TX 72703|36.128485|-94.11893800000001
Crossroads Group|Location is: Vista Health|5|19:30:00|20:30:00|4253 Crossover Rd., Fayetteville, TX 72703|36.128485|-94.11893800000001
Lone Rangers |Location is: Asbury United Metodist Church|7|10:00:00|11:00:00|10000Candelaria RD nE, Albuquerque, TX 87107|35.1338614|-106.6409198
sunrise group|Location is: heights club|2|06:30:00|07:30:00|8520 Marble Ave NE, Albuquerque, TX 87110|35.0885782|-106.55109290000001
Last Call|Location is: Heights Club|1|22:00:00|23:00:00|8520 Marble Avenue NE, albuquerque, TX 87110|35.0885782|-106.55109290000001
Hilifers Group|Location is: 402 Building|2|18:00:00|19:00:00|402 S Thompson St, Springdale, TX 72764|30.265655|-97.6968402
Hilifers Group|Location is: 402 Building|6|18:00:00|19:00:00|402 S Thompson St, Springdale, TX 72764|30.265655|-97.6968402
Hilifers Group|Location is: 402 Building|7|18:00:00|19:00:00|402 S Thompson St, Springdale, TX 72764|30.265655|-97.6968402
Hilifers Group|Location is: 402 Building|5|18:00:00|19:00:00|402 S Thompson St, Springdale, TX 72764|30.265655|-97.6968402
Hilifers Group|Location is: 402 Building|4|18:00:00|19:00:00|402 S Thompson St, Springdale, TX 72764|30.265655|-97.6968402
Hilifers Group|Location is: 402 Building|3|18:00:00|19:00:00|402 S Thompson St, Springdale, TX 72764|30.265655|-97.6968402
Hilifers Group|Location is: 402 Building|1|18:00:00|19:00:00|402 S Thompson St, Springdale, TX 72764|30.265655|-97.6968402
S.O.S. Men&#39;s Group|Location is: Faith Lutheran Church|2|19:00:00|20:00:00|10000 Spain Road Northeast, albuquerque, TX 87111|35.1383371|-106.52913160000003
Friday Night Smokeless|Location is: Faith Lutheran Church|1|20:00:00|21:00:00|10000 Spain Road Northeast, albuquerque, TX 87111|35.1383371|-106.52913160000003
Welcome Group|Location is: Faith Lutheran Church|7|09:00:00|10:00:00|1196 DeSota, Hot Springs Village, TX |32.6688465|-96.79454699999997
High Nooners|Location is: Old Decision Point Cafeteria|3|12:00:00|13:00:00|301 Holcomb, Springdale, TX 72764|36.1731365|-94.04910769999998
High Nooners|Location is: Old Decision Point Cafeteria|2|12:00:00|13:00:00|301 Holcomb, Springdale, TX 72764|36.1731365|-94.04910769999998
High Nooners|Location is: Old Decision Point Cafeteria|4|12:00:00|13:00:00|301 Holcomb, Springdale, TX 72764|36.1731365|-94.04910769999998
High Nooners|Location is: Old Decision Point Cafeteria|1|12:00:00|13:00:00|301 Holcomb, Springdale, TX 72764|36.1731365|-94.04910769999998
High Nooners|Location is: Old Decision Point Cafeteria|5|12:00:00|13:00:00|301 Holcomb, Springdale, TX 72764|36.1731365|-94.04910769999998
High Nooners|Location is: Old Decision Point Cafeteria|7|13:00:00|14:00:00|301 Holcomb, Springdale, TX 72764|36.1731365|-94.04910769999998
High Nooners|Location is: Old Decision Point Cafeteria|6|12:00:00|13:00:00|301 Holcomb, Springdale, TX 72764|36.1731365|-94.04910769999998
Conscious Contact|Location is: 1st Methodist Church|3|11:30:00|12:30:00|206 West Johnson Ave, Springdale, TX 72764|32.70339020000001|-97.01118589999999
Fey Y Espenanza Grupo|Location is: Fey Y Espenanza Grupo|2|19:00:00|20:00:00|812 N. Thompson, Springdale, TX 72764|30.265655|-97.6968402
Fey Y Espenanza Grupo|Location is: Fey Y Espenanza Grupo|3|19:00:00|20:00:00|812 N. Thompson, Springdale, TX 72764|30.265655|-97.6968402
Fey Y Espenanza Grupo|Location is: Fey Y Espenanza Grupo|4|19:00:00|20:00:00|812 N. Thompson, Springdale, TX 72764|30.265655|-97.6968402
Fey Y Espenanza Grupo|Location is: Fey Y Espenanza Grupo|5|19:00:00|20:00:00|812 N. Thompson, Springdale, TX 72764|30.265655|-97.6968402
Fey Y Espenanza Grupo|Location is: Fey Y Espenanza Grupo|6|19:00:00|20:00:00|812 N. Thompson, Springdale, TX 72764|30.265655|-97.6968402
Fey Y Espenanza Grupo|Location is: Fey Y Espenanza Grupo|7|19:00:00|20:00:00|812 N. Thompson, Springdale, TX 72764|30.265655|-97.6968402
jolena|Location is: pineville|1|10:00:00|11:00:00|1604dupreerd, pineville, TX 71360|31.3096688|-92.36162030000003
Joy of Living 3|Location is: Joy of Living|2|20:00:00|21:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living 3|Location is: Joy of Living|3|20:00:00|21:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living 3|Location is: Joy of Living|5|20:00:00|21:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living|Location is: Joy of Living|2|06:30:00|07:30:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living|Location is: Joy of Living|6|06:30:00|07:30:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Unnamed Meeting|Location is: Joy of Living|2|18:00:00|19:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living|Location is: Joy of Living|3|06:30:00|07:30:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Unnamed Meeting|Location is: Joy of Living|6|18:00:00|19:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Unnamed Meeting|Location is: Joy of Living|3|18:00:00|19:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living|Location is: Joy of Living|4|06:30:00|07:30:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living|Location is: Joy of Living|7|06:30:00|07:30:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Unnamed Meeting|Location is: Joy of Living|7|18:00:00|19:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Unnamed Meeting|Location is: Joy of Living|4|18:00:00|19:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living|Location is: Joy of Living|5|06:30:00|07:30:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Unnamed Meeting|Location is: Joy of Living|5|18:00:00|19:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living 3|Location is: Joy of Living|6|20:00:00|21:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living 4|Location is: Joy of Living|1|07:30:00|08:30:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living 3|Location is: Joy of Living|7|20:00:00|21:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Joy of Living 3|Location is: Joy of Living|1|20:00:00|21:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Unnamed Meeting|Location is: Joy of Living|1|18:00:00|19:00:00|107 Meadow Ave, Springdale, TX 72764|32.980929|-96.86899699999998
Evergreen PM Group|Location is: Kirk in the Pines Presbyterian|2|19:00:00|20:00:00|275 Asturias Dr., Hot Springs Village, TX 71909|34.6652069|-92.97961939999999
JONES STREET|Location is: River City Clubhouse|7|19:00:00|20:00:00|3623 Lee St, alexandria, TX 71302|30.944167|-92.85587190000001
Clarksville Group|Location is: Clarksville Group|2|12:00:00|13:00:00|211 Central, Clarksville, TX 72830|35.492719|-93.5205641
Clarksville Group|Location is: Clarksville Group|3|20:00:00|21:00:00|211 Central, Clarksville, TX 72830|35.492719|-93.5205641
Clarksville Group|Location is: Clarksville Group|5|20:00:00|21:00:00|211 Central, Clarksville, TX 72830|35.492719|-93.5205641
Clarksville Group|Location is: Clarksville Group|7|12:00:00|13:00:00|211 Central, Clarksville, TX 72830|35.492719|-93.5205641
Clarksville Group|Location is: Clarksville Group|1|20:00:00|21:00:00|211 Central, Clarksville, TX 72830|35.492719|-93.5205641
Open Door Group|Location is: Open Door Group|6|20:00:00|21:00:00|117 West 5th, Malvern, TX 72104|29.7991504|-95.35330829999998
Open Door Group|Location is: Open Door Group|3|20:00:00|21:00:00|117 West 5th, Malvern, TX 72104|29.7991504|-95.35330829999998
Open Door Group|Location is: Open Door Group|2|20:00:00|21:00:00|117 West 5th, Malvern, TX 72104|29.7991504|-95.35330829999998
Open Door Group|Location is: Open Door Group|5|20:00:00|21:00:00|117 West 5th, Malvern, TX 72104|29.7991504|-95.35330829999998
Open Door Group|Location is: Open Door Group|7|20:00:00|21:00:00|117 West 5th, Malvern, TX 72104|29.7991504|-95.35330829999998
GEORGETOWN|Location is: Cleveland Park Cong. Church|7|19:30:00|20:30:00|3400 Lowell St. @34th, Northwest, TX 72745|36.2472546|-94.10021699999999
newton group|Location is: newton kansas|4|19:30:00|20:30:00|SW 14th St, Newton, TX 67114|38.06972469999999|-97.28686800000003
newton group|Location is: newton kansas|2|19:30:00|20:30:00|SW 14th St, Newton, TX 67114|38.06972469999999|-97.28686800000003
newton group|Location is: newton kansas|3|19:30:00|20:30:00|SW 14th St, Newton, TX 67114|38.06972469999999|-97.28686800000003
newton group|Location is: newton kansas|5|19:30:00|20:30:00|SW 14th St, Newton, TX 67114|38.06972469999999|-97.28686800000003
newton group|Location is: newton kansas|6|19:30:00|20:30:00|SW 14th St, Newton, TX 67114|38.06972469999999|-97.28686800000003
newton group|Location is: newton kansas|7|19:30:00|20:30:00|SW 14th St, Newton, TX 67114|38.06972469999999|-97.28686800000003
newton group|Location is: newton kansas|1|19:30:00|20:30:00|SW 14th St, Newton, TX 67114|38.06972469999999|-97.28686800000003
Newton Group|Location is: S.W. 14th|1|07:30:00|08:30:00|SW 14th St, Newton, TX 67114|38.06972469999999|-97.28686800000003
Foothills |Location is: Juan Tabo & Menaul|5|08:00:00|09:00:00|menaul, albuquerque, TX |31.9685988|-99.90181310000003
NON-SMOKING NOON|Location is: Church Of The Epiphany|2|00:00:00|01:00:00|1317 G St., Northwest, TX 74354|29.1318343|-98.15128849999996
NON-SMOKING NOON|Location is: Church Of The Epiphany|4|00:00:00|01:00:00|1317 G St., Northwest, TX 74354|29.1318343|-98.15128849999996
NON-SMOKING NOON|Location is: Church Of The Epiphany|6|00:00:00|01:00:00|1317 G St., Northwest, TX 74354|29.1318343|-98.15128849999996
Blue House Group|Location is: Methodist Church|2|17:30:00|18:30:00|Central & A Street, Bentonville, TX 72712|36.3840171|-94.21283369999998
Blue House Group 2|Location is: Methodist Church|3|12:00:00|13:00:00|Central & A Street, Bentonville, TX 72712|36.3840171|-94.21283369999998
Blue House Group|Location is: Methodist Church|4|17:30:00|18:30:00|Central & A Street, Bentonville, TX 72712|36.3840171|-94.21283369999998
Blue House Group 2|Location is: Methodist Church|5|12:00:00|13:00:00|Central & A Street, Bentonville, TX 72712|36.3840171|-94.21283369999998
Blue House Group|Location is: Methodist Church|5|17:30:00|18:30:00|Central & A Street, Bentonville, TX 72712|36.3840171|-94.21283369999998
Blue House Group 3|Location is: Methodist Church|5|19:00:00|20:00:00|Central & A Street, Bentonville, TX 72712|36.3840171|-94.21283369999998
Blue House Group 3|Location is: Methodist Church|7|19:00:00|20:00:00|Central & A Street, Bentonville, TX 72712|36.3840171|-94.21283369999998
Highlands Group|Location is: Highlands Community Church|1|19:00:00|20:00:00|Glasgow Road, Bella Vista, TX 72715|36.4779621|-94.3051542
Turn It Over Early|Location is: Presbyterian Church|2|08:00:00|09:00:00|Paseo Del Pueblo Sur, taos, TX 87571|36.385911|-105.58553159999997
MATT TALBOT|Location is: FIRST METHODIST CHURCH|4|20:00:00|21:00:00|333 N MAIN, SOUTH BEND, TX 67530|32.3496365|-97.38741479999999
PORTAGE GROUP|Location is: FIRST METHODIST CHURCH|5|20:00:00|21:00:00|333 N MAIN, SOUTH BEND, TX 67530|32.3496365|-97.38741479999999
We Are Not Saints|Location is: St. Bernard Church|2|12:00:00|13:00:00|W. Hwy 340, Bella Vista, TX 72715|36.4779621|-94.3051542
We Are Not Saints|Location is: St. Bernard Church|3|12:00:00|13:00:00|W. Hwy 340, Bella Vista, TX 72715|36.4779621|-94.3051542
We Are Not Saints|Location is: St. Bernard Church|4|12:00:00|13:00:00|W. Hwy 340, Bella Vista, TX 72715|36.4779621|-94.3051542
We Are Not Saints|Location is: St. Bernard Church|5|12:00:00|13:00:00|W. Hwy 340, Bella Vista, TX 72715|36.4779621|-94.3051542
Rogers Group|Location is: Rogers, AR.|2|20:00:00|21:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group|Location is: Rogers, AR.|2|17:30:00|18:30:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Roger Group|Location is: Rogers, AR.|1|12:00:00|13:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group|Location is: Rogers, AR.|3|20:00:00|21:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group|Location is: Rogers, AR.|4|20:00:00|21:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group|Location is: Rogers, AR.|5|20:00:00|21:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group|Location is: Rogers, AR.|6|22:00:00|23:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group|Location is: Rogers, AR.|7|12:00:00|13:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group|Location is: Rogers, AR.|1|13:00:00|14:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group 2|Location is: Rogers, AR.|2|17:30:00|18:30:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group 2|Location is: Rogers, AR.|3|17:30:00|18:30:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group 2|Location is: Rogers, AR.|4|17:30:00|18:30:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group 2|Location is: Rogers, AR.|5|17:30:00|18:30:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group 2|Location is: Rogers, AR.|6|17:30:00|18:30:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Rogers Group 2|Location is: Rogers, AR.|1|20:00:00|21:00:00|218 W. Cherry, rogers, TX 72756|36.3058572|-93.96743709999998
Bella Vista Group|Location is: Bella Vista Group|3|19:00:00|20:00:00|75 E, Lancashire (HWY 340E), Bella Vista, TX |30.4593156|-97.84835499999997
Bella Vista Group 2|Location is: Bella Vista Group|3|20:00:00|21:00:00|75 E, Lancashire (HWY 340E), Bella Vista, TX |30.4593156|-97.84835499999997
Bella Vista Group 3|Location is: Bella Vista Group|6|12:00:00|13:00:00|75 E, Lancashire (HWY 340E), Bella Vista, TX |30.4593156|-97.84835499999997
Bella Vista Group|Location is: Bella Vista Group|6|19:00:00|20:00:00|75 E, Lancashire (HWY 340E), Bella Vista, TX |30.4593156|-97.84835499999997
Last Chance|Location is: Dardanelle Community Center|6|20:00:00|21:00:00|East 5th Street & Center, Dardanelle, TX |31.9685988|-99.90181310000003
Last Chance|Location is: Dardanelle Community Center|1|20:00:00|21:00:00|East 5th Street & Center, Dardanelle, TX |31.9685988|-99.90181310000003
Quay Street Group|Location is: Presbyterian Church|3|19:00:00|20:00:00|2nd and Quay, Dardanelle, TX 72834|35.150816|-93.1980527
Jaywalkers |Location is: United Methodist Church|7|19:30:00|20:30:00|4200 Meadowlark Ln SE, Rio Rancho, TX 87124|35.2405849|-106.6534072
Beginners Group |Location is: Mesa Club|7|18:00:00|19:00:00|4020 Peggy Rd SE, Rio Rancho, TX 87124|35.2383404|-106.65458530000001
River Valley Group|Location is: Wesley Methodist Church|4|20:00:00|21:00:00|300 N. Cumberland, Russellville, TX 72801|35.2785177|-93.14283410000002
River Valley Group|Location is: Wesley Methodist Church|2|18:30:00|19:30:00|300 N. Cumberland, Russellville, TX 72801|35.2785177|-93.14283410000002
River Valley Group|Location is: Wesley Methodist Church|7|20:00:00|21:00:00|300 N. Cumberland, Russellville, TX 72801|35.2785177|-93.14283410000002
Bridge to Reason|Location is: Episcopal Church|6|12:00:00|13:00:00|501 So. Phoenix, Russellville, TX 72801|35.2785177|-93.14283410000002
Bridge to Reason Group|Location is: Episcopal Church|2|12:00:00|13:00:00|501 South Phoenix, Russellville, TX 72801|35.2785177|-93.14283410000002
Week That Was Group of District1|Location is: Prairie Creek Community Assoc.|3|19:30:00|20:30:00|14432 Hwy 12 East, Rogers, TX 72756|32.4947367|-99.71590040000001
Week That Was Group|Location is: Prairie Creek Community Assoc.|1|19:30:00|20:30:00|14432 Hwy 12 East, Rogers, TX 72756|32.4947367|-99.71590040000001
Week That Was Group|Location is: Prairie Creek Community Assoc.|6|19:30:00|20:30:00|14432 Hwy 12 East, Rogers, TX 72756|32.4947367|-99.71590040000001
New Beginnings|Location is: First Methodist Church|3|12:00:00|13:00:00|301 S. Denver, Russellville, TX 72801|35.2785177|-93.14283410000002
New Beginnings|Location is: First Methodist Church|5|12:00:00|13:00:00|301 S. Denver, Russellville, TX 72801|35.2785177|-93.14283410000002
Lake Dardanelle Group|Location is: American Legion Hut|4|19:00:00|20:00:00|215 N. Denver, Russellville, TX 72801|35.2785177|-93.14283410000002
Lake Dardanelle Group|Location is: American Legion Hut|1|10:00:00|11:00:00|215 N. Denver, Russellville, TX 72801|35.2785177|-93.14283410000002
Back to Basics|Location is: First Christian Church|5|20:00:00|21:00:00|103 S. Boston, Russellville, TX 72801|35.2785177|-93.14283410000002
Back to Basics|Location is: First Christian Church|2|20:00:00|21:00:00|103 S. Boston, Russellville, TX 72801|35.2785177|-93.14283410000002
Back to Basics|Location is: First Christian Church|4|12:00:00|13:00:00|103 S. Boston, Russellville, TX 72801|35.2785177|-93.14283410000002
second chance|Location is: parsons|5|20:00:00|21:00:00|31st and morton, parsons, TX 67357|37.3084425|-95.26844369999998
Los Alamos Group|Location is: Triangle Club|1|20:00:00|21:00:00|Pueblo St., los_alamos, TX 87544|35.8880728|-106.31635599999998
New Garfield Group|Location is: Brightwater Methodist Church|4|19:30:00|20:30:00|14108 E. Hwy 62, Garfield, TX 72732|36.266376|-93.13921440000001
New Garfield Group|Location is: Brightwater Methodist Church|6|19:30:00|20:30:00|14108 E. Hwy 62, Garfield, TX 72732|36.266376|-93.13921440000001
Rock Bottom Group|Location is: Counseling Clinic|2|20:00:00|21:00:00|Sevier & Pearson, Benton, TX 72015|34.4918643|-92.60900429999998
Rock Bottom Group|Location is: Counseling Clinic|4|18:00:00|19:00:00|Sevier & Pearson, Benton, TX 72015|34.4918643|-92.60900429999998
Rock Bottom Group|Location is: Counseling Clinic|7|20:00:00|21:00:00|Sevier & Pearson, Benton, TX 72015|34.4918643|-92.60900429999998
Back to Basics|Location is: Back to Basics|2|18:30:00|19:30:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Back to Basics|Location is: Back to Basics|6|18:30:00|19:30:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Before & After|Location is: Back to Basics|2|12:00:00|13:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Before & After|Location is: Back to Basics|3|12:00:00|13:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Before & After|Location is: Back to Basics|5|12:00:00|13:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Before & After|Location is: Back to Basics|6|12:00:00|13:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Before & After|Location is: Back to Basics|7|12:00:00|13:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Breakfast Cluv|Location is: Back to Basics|1|09:00:00|10:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Brownbagger Group|Location is: Back to Basics|4|12:00:00|13:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Eastside|Location is: Back to Basics|4|20:00:00|21:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Eastside|Location is: Back to Basics|1|20:00:00|21:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Lillian Street Meeting|Location is: Back to Basics|6|20:00:00|21:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Round Table|Location is: Back to Basics|3|20:00:00|21:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
Round Table|Location is: Back to Basics|5|20:00:00|21:00:00|506 Lillian Street, Benton, TX 72015|34.4918643|-92.60900429999998
3rd Street & Park|Location is: Crowley|3|19:00:00|20:00:00|317 E. 3rd Street, crowley, TX 70526|30.6801493|-96.38553639999998
Grant County Group|Location is: Chamber of Commerce Building|3|20:00:00|21:00:00|202 N. Oak Street, Sheridan, TX 72150|33.0522275|-96.69503350000002
Grant County Group|Location is: Chamber of Commerce Building|5|20:00:00|21:00:00|202 N. Oak Street, Sheridan, TX 72150|33.0522275|-96.69503350000002
Eureka Springs Coffee Pot Club|Location is: Eureka Springs Coffee Pot Club|2|12:30:00|13:30:00|South 23 & 62 Junction, Eureka Springs, TX 72632|36.3557077|-93.76382560000002
Eureka Springs Coffee Pot Club 2|Location is: Eureka Springs Coffee Pot Club|2|17:30:00|18:30:00|South 23 & 62 Junction, Eureka Springs, TX 72632|36.3557077|-93.76382560000002
Eureka Springs Coffee Pot Club|Location is: Eureka Springs Coffee Pot Club|3|12:30:00|13:30:00|South 23 & 62 Junction, Eureka Springs, TX 72632|36.3557077|-93.76382560000002
